  6.000E+00  3.001E+03  1.671E+03  4.673E+03
  7.000E+00  1.632E+03  7.709E+02  2.403E+03
  8.000E+00  9.426E+02  3.890E+02  1.332E+03
  9.000E+00  5.718E+02  2.097E+02  7.815E+02
  1.000E+01  3.620E+02  1.203E+02  4.823E+02
  1.100E+01  2.380E+02  7.279E+01  3.108E+02
  1.200E+01  1.613E+02  4.555E+01  2.068E+02
  1.300E+01  1.122E+02  2.952E+01  1.417E+02
  1.400E+01  7.986E+01  1.969E+01  9.954E+01
  1.500E+01  5.801E+01  1.342E+01  7.143E+01
  1.600E+01  4.289E+01  9.342E+00  5.223E+01
  1.700E+01  3.222E+01  6.642E+00  3.887E+01
  1.800E+01  2.455E+01  4.810E+00  2.936E+01
  1.900E+01  1.895E+01  3.541E+00  2.249E+01
  2.000E+01  1.480E+01  2.650E+00  1.745E+01
  2.100E+01  1.168E+01  1.997E+00  1.368E+01
  2.200E+01  9.309E+00  1.520E+00  1.083E+01
  2.300E+01  7.484E+00  1.174E+00  8.657E+00
  2.400E+01  6.067E+00  9.141E-01  6.982E+00
  2.500E+01  4.957E+00  7.190E-01  5.676E+00
  2.600E+01  4.078E+00  5.710E-01  4.649E+00
  2.700E+01  3.377E+00  4.567E-01  3.834E+00
  2.800E+01  2.814E+00  3.683E-01  3.182E+00
  2.900E+01  2.358E+00  2.990E-01  2.657E+00
  3.000E+01  1.986E+00  2.443E-01  2.231E+00
  3.100E+01  1.682E+00  2.013E-01  1.883E+00
  3.200E+01  1.431E+00  1.665E-01  1.597E+00
  3.300E+01  1.222E+00  1.388E-01  1.361E+00
  3.400E+01  1.049E+00  1.160E-01  1.165E+00
  3.500E+01  9.036E-01  9.755E-02  1.001E+00
  3.600E+01  7.815E-01  8.222E-02  8.637E-01
  3.700E+01  6.781E-01  6.934E-02  7.475E-01
  3.800E+01  5.905E-01  5.880E-02  6.493E-01
  3.900E+01  5.159E-01  5.013E-02  5.660E-01
  4.000E+01  4.521E-01  4.291E-02  4.950E-01
  4.100E+01  3.972E-01  3.681E-02  4.341E-01
  4.200E+01  3.502E-01  3.169E-02  3.819E-01
  4.300E+01  3.094E-01  2.739E-02  3.368E-01
  4.400E+01  2.741E-01  2.374E-02  2.978E-01
  4.500E+01  2.435E-01  2.067E-02  2.641E-01
  4.600E+01  2.167E-01  1.799E-02  2.347E-01
  4.700E+01  1.933E-01  1.578E-02  2.091E-01
  4.800E+01  1.728E-01  1.383E-02  1.867E-01
  4.900E+01  1.549E-01  1.212E-02  1.670E-01
  5.000E+01  1.390E-01  1.071E-02  1.497E-01
  5.100E+01  1.251E-01  9.472E-03  1.345E-01
  5.200E+01  1.127E-01  8.367E-03  1.211E-01
  5.300E+01  1.017E-01  7.426E-03  1.092E-01
  5.400E+01  9.201E-02  6.616E-03  9.862E-02
  5.500E+01  8.333E-02  5.893E-03  8.923E-02
  5.600E+01  7.560E-02  5.271E-03  8.087E-02
  5.700E+01  6.870E-02  4.709E-03  7.340E-02
  5.800E+01  6.252E-02  4.221E-03  6.674E-02
  5.900E+01  5.697E-02  3.798E-03  6.076E-02
  6.000E+01  5.199E-02  3.408E-03  5.540E-02
  6.100E+01  4.751E-02  3.068E-03  5.058E-02
  6.200E+01  4.347E-02  2.776E-03  4.625E-02
  6.300E+01  3.983E-02  2.507E-03  4.234E-02
  6.400E+01  3.654E-02  2.268E-03  3.881E-02
  6.500E+01  3.356E-02  2.055E-03  3.562E-02
  6.600E+01  3.086E-02  1.858E-03  3.272E-02
  6.700E+01  2.841E-02  1.686E-03  3.010E-02
  6.800E+01  2.618E-02  1.531E-03  2.772E-02
  6.900E+01  2.416E-02  1.392E-03  2.555E-02
  7.000E+01  2.231E-02  1.272E-03  2.358E-02
